,labels,texts
86,neutral,"I know the pond in which all the little children lie, waiting till the storks come to take them to their parents."
87,neutral,The prettiest little babies lie there dreaming more sweetly than they will ever dream in the time to come.
88,neutral,"All parents are glad to have a little child, and children are so pleased with a little brother or sister."
89,neutral,"Now we will fly to the pond and fetch a little baby for each of the children who did not sing that naughty song to make game of the storks."""
90,neutral,"""But the naughty boy, who began the song first, what shall we do to him?"" cried the young storks."
91,neutral,"""There lies in the pond a little dead baby who has dreamed itself to death,"" said the mother."
92,neutral,"""We will take it to the naughty boy, and he will cry because we have brought him a little dead brother."
93,neutral,"But you have not forgotten the good boy who said it was a shame to laugh at animals: we will take him a little brother and sister too, because he was good."
94,neutral,"He is called Peter, and you shall all be called Peter in future."""
95,neutral,"So they all did what their mother had arranged, and from that day, even till now, all the storks have been called Peter."
0,neutral,"THE little dwelling in which we lived was of clay, but the door-posts were columns of fluted marble, found near the spot on which it stood."
1,neutral,The roof sloped nearly to the ground.
2,neutral,"It was at this time dark, brown, and ugly, but had originally been formed of blooming olive and laurel branches, brought from beyond the mountains."
3,neutral,"The house was situated in a narrow gorge, whose rocky walls rose to a perpendicular height, naked and black, while round their summits clouds often hung, looking like white living figures."
4,neutral,"Not a singing bird was ever heard there, neither did men dance to the sound of the pipe."
5,neutral,"The spot was one sacred to olden times; even its name recalled a memory of the days when it was called ""Delphi."""
6,neutral,"Then the summits of the dark, sacred mountains were covered with snow, and the highest, mount Parnassus, glowed longest in the red evening light."
7,neutral,"The brook which rolled from it near our house, was also sacred."
8,neutral,"How well I can remember every spot in that deep, sacred solitude!"
9,neutral,"A fire had been kindled in the midst of the hut, and while the hot ashes lay there red and glowing, the bread was baked in them."
10,joy,"At times the snow would be piled so high around our hut as almost to hide it, and then my mother appeared most cheerful."
11,joy,"She would hold my head between her hands, and sing the songs she never sang at other times, for the Turks, our masters, would not allow it."
12,neutral,"She sang,- ""On the summit of mount Olympus, in a forest of dwarf firs, lay an old stag."
13,neutral,"His eyes were heavy with tears, and glittering with colors like dewdrops; and there came by a roebuck, and said, 'What ailest thee, that thou weepest blue and red tears?'"
14,disgust,"And the stag answered, 'The Turk has come to our city; he has wild dogs for the chase, a goodly pack.' 'I will drive them away across the islands!' cried the young roebuck; 'I will drive them away across the islands into the deep sea.'"
15,neutral,"But before evening the roebuck was slain, and before night the hunted stag was dead."""
16,sadness,"And when my mother sang thus, her eyes would become moist; and on the long eyelashes were tears, but she concealed them and watched the black bread baking in the ashes."
17,anger,"Then I would clench my fist, and cry, ""We will kill these Turks!"""
18,neutral,"But she repeated the words of the song, ""I will drive them across the islands to the deep sea; but before evening came the roebuck was slain, and before the night the hunted stag was dead."""
